mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-140.04933,1.3347647,3.6790185,2.7027564,1.3432394,0.08563159,-0.4333738,-0.58584726,-0.38087845,-0.40142897,-1.0602889,-1.1387763,-1.3832252,tutup
-277.78934,1.6947563,4.973308,3.2697525,0.56783783,-1.1566808,-1.0002055,-0.91536105,-1.1194425,-0.8665767,-1.2529616,-1.6852214,-2.443039,tutup
-323.47855,3.6380024,6.190304,4.6901946,1.8787893,-0.91535455,-1.6412715,-0.37710705,0.34315637,-0.1565368,-1.3495346,-2.5762267,-2.3561833,tutup
-518.7113,17.845903,14.78912,12.475091,9.251127,3.6168885,0.29288813,0.8207399,2.201719,2.2019517,0.6980925,-1.1592256,-1.0554177,tutup
-42.813522,2.1924646,4.9204955,3.3601387,1.2331604,-0.7234789,-1.1127014,-1.2581427,-0.8763061,-0.8343167,-1.3555903,-1.4549208,-1.747768,tutup
-301.3053,2.4655168,5.853119,3.8930237,1.1201041,-1.2428173,-1.1834201,0.02331906,-0.4044079,-1.4734167,-2.1826088,-2.565669,-2.2757454,tutup
-331.99744,3.5480537,6.3843193,4.9847355,2.259813,-0.22204234,-0.7285053,-0.17844455,-0.015314531,-1.5662972,-2.0710664,-1.777084,-1.9977787,tutup
-27.96965,-0.5342229,3.154724,3.2879,1.2152034,0.5818602,-0.72415483,-0.72311604,-0.87282693,-0.8882631,-1.991982,-1.5532753,-1.4740711,tutup
-45.493813,18.862879,-15.364514,23.786549,-16.94365,20.43917,-18.814272,17.94301,-19.068459,17.391615,-18.833078,15.151781,-18.566988,tutup
-695.96185,107.48511,31.422962,26.074919,11.091525,12.036314,5.22317,-0.70621413,4.32545,3.5369153,5.5562863,-1.8477206,-3.8056388,tutup
-111.722084,2.085211,6.4949436,4.590147,1.855,-0.96851,-1.9554075,-1.4106711,-0.6336321,-0.8359094,-1.7436949,-2.0476034,-2.1155293,tutup
-72.933495,0.55530995,4.476524,3.3609533,1.6739016,-0.009096907,-0.74128366,-0.8463823,-0.4846388,-0.6203933,-1.1979151,-1.2958326,-1.8950557,tutup
-70.19292,5.135099,4.3390713,6.7149577,0.9876741,2.0984228,-3.4368021,0.6407453,-2.851555,1.1550037,-3.4500198,0.45325863,-3.477667,tutup
-364.62128,10.393389,8.51686,8.481822,3.4554706,1.8806263,-1.7075444,0.6955904,-0.35409558,0.7761097,-2.214732,-0.68402106,-2.5075428,tutup
-101.96575,-1.2011425,4.166716,3.5982826,1.827329,0.46869436,-0.6491255,-1.1915118,-0.8780606,-1.3628837,-2.0440884,-1.9946307,-1.6151469,tutup
-667.76276,112.9288,27.338383,27.002556,9.106261,12.451336,2.9674616,0.016581187,5.8079367,3.1198838,4.899197,-4.7045693,-2.1717517,tutup
-317.69156,5.847056,7.302997,5.140651,2.7773838,-0.13602446,-1.2362199,-0.14911218,0.48351637,0.36533755,-1.0597719,-1.687201,-1.6974254,tutup
-34.664864,2.232573,5.771615,4.065313,1.4881486,-0.7141137,-1.1491174,-1.0661086,-0.7757005,-0.83842474,-1.3217709,-1.371188,-1.7508426,tutup
-79.62112,23.735413,-14.261719,25.753393,-16.732555,21.293219,-20.673428,17.96027,-20.115242,17.831083,-18.991037,16.052046,-17.989162,tutup
-27.994267,1.1554126,4.3166018,3.1865335,1.68994,-0.021336814,-0.7342834,-0.85736144,-0.49507746,-0.57952946,-1.1896676,-1.2823392,-1.7460669,tutup
-66.172935,3.5611422,6.343783,4.4013886,2.4583876,-0.4403532,-1.6128384,-1.3622668,-0.8271053,-1.0320103,-1.7463562,-1.8039132,-1.9290924,tutup
-263.49225,20.963972,-19.777237,25.293373,-19.888636,23.161781,-21.156029,20.75488,-21.790777,19.139164,-20.776392,18.271173,-19.042246,tutup
-85.69675,1.1554251,4.3166046,3.1865644,1.6899891,-0.021304294,-0.73424006,-0.85731745,-0.49510917,-0.57952136,-1.1896403,-1.282292,-1.7461283,tutup
-472.76056,32.284386,-2.1099288,27.408594,-7.3532076,18.84648,-14.20224,15.346406,-12.217884,16.391994,-12.735352,11.764695,-13.71228,tutup
-656.81726,114.07701,27.427507,25.388018,7.6974463,12.082251,0.4788281,1.7055961,5.9118133,3.2302551,1.7876557,-7.3739624,1.511052,tutup
-20.029844,20.880259,-13.542567,22.87301,-16.157673,18.627409,-18.852795,16.64933,-18.687841,16.332926,-17.800055,15.128296,-16.993834,tutup
-510.15616,19.76598,14.234613,10.6399765,5.79507,1.0675329,0.6899944,2.071226,1.4235106,-0.941618,-2.4097269,-1.7084576,-1.9091561,tutup
-75.758736,2.825717,6.1564264,4.1157317,1.9798537,-1.0769147,-1.6389302,-1.150911,-0.82737166,-1.4809642,-2.048708,-1.9467868,-2.1323204,tutup
-319.9903,6.6035585,9.322928,7.255459,2.801954,-0.663372,-0.9036779,-0.43924907,-0.1596162,-1.2493198,-2.398797,-2.5027652,-2.4506097,tutup
-108.52786,23.067968,-13.375656,25.459566,-15.514247,21.18162,-19.131897,16.884634,-19.608374,16.233526,-17.765106,14.969986,-16.843313,tutup
-646.9544,106.11316,28.21326,17.311434,6.4449973,6.68318,0.4795063,5.881482,1.515396,-2.3412344,-5.81231,0.11076693,-0.66960496,tutup
-441.3423,2.7245479,0.12964606,6.1396656,-0.9960049,3.760845,-2.9990551,2.1440334,-3.6725397,2.1430054,-3.9162583,1.7932677,-3.6112254,tutup
-108.883644,3.356601,6.7415357,5.333803,3.1549385,0.39739513,-1.6719574,-1.9894382,-1.4096589,-0.9163621,-1.2013475,-1.5516497,-1.3438982,tutup
-354.27994,3.324788,5.805554,4.8967485,2.470599,-0.23985064,-1.0492309,-0.69250053,-0.2776019,-0.37135005,-1.1416446,-1.581613,-1.1953984,tutup
-334.69046,15.038601,12.5538435,9.8285475,5.5154223,0.9985928,-0.026300635,1.3798404,1.5918561,0.42368844,-1.29254,-2.224512,-1.5705158,tutup
-471.07297,31.722383,20.52417,15.61665,9.376124,3.295333,1.8119887,2.893818,3.2813942,1.085519,-1.750778,-2.273649,-0.70858806,tutup
-269.4531,20.329718,-13.719476,22.621616,-15.634321,19.086597,-18.963533,16.45758,-18.295385,16.602407,-17.507366,15.270539,-17.288342,tutup
-207.9434,0.7613655,4.6047835,3.0021887,0.56919384,-1.2091761,-1.1686064,-0.11624553,-0.51290894,-1.066312,-1.9692314,-2.0281682,-2.0197349,tutup
-25.189873,-0.64282686,3.3210013,2.8295588,1.2269899,0.18932699,-0.6277447,-1.002284,-0.7609732,-1.286066,-1.8607333,-1.7849638,-1.2733147,tutup
-41.4861,1.155362,4.3166075,3.1865516,1.6899703,-0.0212978,-0.7342595,-0.8573576,-0.4950969,-0.57956433,-1.1896557,-1.2823151,-1.7460514,tutup
-43.299244,3.4559863,6.8445807,5.010848,3.0186133,-0.26942158,-2.0692074,-1.7162912,-0.94212514,-1.008486,-1.8325484,-1.9068503,-2.1107855,tutup
-646.3267,101.00073,26.355833,23.961803,8.924683,11.138348,2.7082398,0.40439856,5.3051724,3.1958523,3.8180013,-4.6479425,-1.2640512,tutup
-299.56082,-0.25486004,3.5033019,3.1766777,1.8853894,0.26024437,-1.1030014,-1.3007636,-0.94559747,-0.97976124,-1.0750515,-1.0773867,-1.2110046,tutup
-252.70613,15.852883,-5.7171397,17.919004,-9.189611,12.673152,-13.247142,11.32851,-11.972362,11.496272,-12.607558,10.310413,-13.220555,tutup
-42.796345,19.70649,-14.488616,22.416327,-16.255457,19.252281,-18.383244,17.371353,-18.309832,17.08424,-17.860064,15.651974,-17.27449,tutup
-433.52295,17.428114,13.701426,10.5518675,5.929672,0.74699414,-0.14089744,1.8756056,2.2810924,0.63208455,-1.3574364,-1.8857151,-1.2868679,tutup
-637.8403,113.469,26.165316,26.23712,7.0712066,11.597969,0.26960492,1.9953197,5.820629,2.5279903,1.8877549,-6.8718305,1.4190041,tutup
-519.9706,11.28976,10.677288,8.481875,5.6235604,2.2204762,-0.2719748,-0.019379998,0.68468904,0.828709,-0.21533546,-1.3524463,-1.3548845,tutup
-363.95517,4.507774,6.355224,4.6106815,1.622132,-0.54009324,-0.7262708,-0.20937997,0.03111012,-0.91660625,-1.6740367,-2.0452187,-1.9999093,tutup
-192.6913,12.097015,-4.16614,13.747135,-6.434652,10.456833,-9.940223,7.895241,-10.206277,8.218029,-9.57227,7.789041,-9.681127,tutup
-61.354824,1.1221192,3.976801,3.1806,1.9216436,0.35964164,-0.41430888,-0.61467934,-0.33660346,-0.49687436,-1.4189802,-1.5322148,-1.4288598,tutup
-149.51636,3.314937,5.5413504,3.869595,2.1964984,-0.334649,-1.4681268,-1.2005752,-0.5846748,-0.7370689,-1.4597445,-1.6254702,-1.8586421,tutup
-589.9147,112.034225,27.363113,22.446564,6.5631185,10.168169,-1.0923584,4.7586145,5.1207075,1.9786583,-2.8818145,-5.400554,3.433364,tutup
-55.4901,3.263541,6.016525,4.603723,2.58897,0.21989249,-1.4805259,-1.6847514,-1.3278308,-1.0620493,-1.2693933,-1.5346042,-1.5182809,tutup
-77.81555,2.637498,5.9323864,3.9927156,1.9008652,-0.9665257,-1.5601732,-1.0655332,-0.8537078,-1.6194761,-2.2518895,-2.1232064,-2.1829147,tutup
12.445297,-0.62878305,3.322625,2.8417273,1.2295041,0.18809195,-0.6200091,-1.0259836,-0.79298383,-1.301499,-1.8835121,-1.8057579,-1.2658503,tutup
-361.92328,5.0590124,6.4577417,4.9249234,2.6195204,-0.29774493,-1.3171785,-0.34759298,0.15794711,-0.6905557,-1.3532819,-2.0347645,-2.3216164,tutup
-58.018524,14.3735895,-6.077287,16.627413,-8.418878,12.899239,-12.332219,9.872716,-12.705548,10.107295,-12.042165,9.682231,-12.024563,tutup
